buss_no,fiscalyear,balancebf,current_balance,totalamountdue,transdate,electoralarea,assessmentby,buss_type
934,2015,20,120,140,2015-01-01 00:00:00.000,ANOMABO,supervisor,Book/Stationery Stores
935,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Provision Store
936,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
937,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
938,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
939,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
940,2015,0,100,100,2015-01-01 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
941,2015,0,100,100,2015-01-01 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
942,2015,0,100,100,2015-01-01 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
943,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Corn Millers:     Cat. B - 1 Mill 
944,2015,0,100,100,2015-01-01 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
945,2015,0,180,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Hard-Ware 
946,2015,0,720,720,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Fuel Filling & Serv. Station
947,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
948,2015,0,120,120,2015-01-01 00:00:00.000,ANOMABO,supervisor,Comm. Centre/Secretarial Services
949,2015,0,360,360,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
950,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
951,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
952,2015,0,10,10,2015-01-01 00:00:00.000,ANOMABO,supervisor,Block/Brick Makers/Newspaper Vendors
953,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
8,2015,50,150,200,2015-01-01 00:00:00.000,ANOMABO,supervisor,K. G to Primary
10,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Provision Store
16,2015,21,72,93,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
33,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
34,2015,0,36,36,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Medium Fitting Shop
37,2015,0,240,240,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Provision Store
50,2015,36,36,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
51,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,Beer / Wine / Spirit Sellers
55,2015,0,1500,1500,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Hospitality/Guests/Hotel/Motel Business Class A
59,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
60,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Refrigerator/Phone/Generators Repaires
61,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
73,2015,30,120,150,2015-01-01 00:00:00.000,SALTPOND,supervisor,Provision Store
91,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,Photo Laboratory/Studio
97,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile to Mobile Transfers & Credit Cards 
99,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile to Mobile Transfers & Credit Cards 
101,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile to Mobile Transfers & Credit Cards 
105,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
116,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor, Bakers Small Scale
122,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor, Bakers Small Scale
129,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
131,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
139,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
141,2015,0,360,360,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
149,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
161,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
162,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
166,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
174,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
1583,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
1586,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
1591,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
1595,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
1605,2015,0,500,500,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Rural Banks 
1612,2015,0,1200,1200,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,PETROLEUM
1614,2015,0,720,720,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,PETROLEUM
1616,2015,0,860,860,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,PRIVATE SCHOOL
1618,2015,200,100,300,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,PRIVATE SCHOOL
1619,2015,0,150,150,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,PRIVATE SCHOOL
192,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
199,2015,0,1000,1000,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Micro Finance Institutions/ Savings and Loans
233,2015,0,200,200,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Consultants
213,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
215,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
222,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
223,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
226,2015,230,120,350,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
243,2015,206,72,278,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance               Category  
246,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,GENERAL GOODS
251,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Cement Shops
253,2015,260,100,360,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
254,2015,226,72,298,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
258,2015,340,100,440,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
259,2015,180,180,360,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
262,2015,200,70,260,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
275,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
307,2015,0,36,36,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
319,2015,180,180,360,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Hard-Ware 
323,2015,75,180,255,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
326,2015,690,240,930,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
329,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
332,2015,60,60,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Refrigerator/Phone/Generators Repaires
333,2015,114,72,186,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
336,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
338,2015,870,240,1110,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Hard-Ware 
351,2015,0,1000,1000,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Micro Finance Institutions/ Savings and Loans
354,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
355,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
356,2015,0,180,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
360,2015,324,100,424,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
361,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
365,2015,310,120,430,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
374,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
389,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
381,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
395,2015,0,0,180,2015-01-01 00:00:00.000,ANOMABO,supervisor,Chemical sellers (Big)
399,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Barber
416,2015,0,720,720,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Fuel Filling & Serv. Station
418,2015,0,240,240,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Hard-Ware 
422,2015,0,36,36,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
423,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Hard-Ware 
427,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
954,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Provision Store
955,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
956,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
957,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Provision Store
958,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
959,2015,230,120,350,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Cement Shops
960,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
961,2015,0,100,100,2015-01-01 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
962,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
963,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
964,2015,48,48,96,2015-01-01 00:00:00.000,ANOMABO,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
965,2015,0,720,720,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Fuel Filling & Serv. Station
966,2015,0,120,120,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Carpentry
967,2015,0,36,300,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
968,2015,0,48,48,2015-01-01 00:00:00.000,ANOMABO,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
969,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
970,2015,99,36,135,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
971,2015,0,0,0,2015-01-01 00:00:00.000,ANOMABO,supervisor,Betting (Safaribet
972,2015,0,180,180,2015-01-01 00:00:00.000,ANOMABO,supervisor,Small Spare Parts Shop
973,2015,72,72,144,2015-01-01 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
974,2015,120,120,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Comm. Centre/Secretarial Services
975,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Refrigerator/Phone/Generators Repaires
976,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Provision Store
977,2015,36,36,72,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
978,2015,0,72,72,2015-01-01 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
979,2015,0,100,100,2015-01-01 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
980,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
981,2015,0,48,48,2015-01-01 00:00:00.000,ANOMABO,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
982,2015,0,120,120,2015-01-01 00:00:00.000,ANOMABO,supervisor,Cement Shops
983,2015,0,60,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Refrigerator/Phone/Generators Repaires
984,2015,0,72,72,2015-01-01 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
985,2015,0,48,48,2015-01-01 00:00:00.000,ANOMABO,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
986,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
987,2015,100,100,200,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
988,2015,88,36,124,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
989,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,Provision Store
990,2015,4000,3000,5500,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Hospitality/Guests/Hotel/Motel Business Class A
991,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
992,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
993,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
994,2015,190,72,262,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Pure Water Distributors 
995,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
996,2015,0,360,360,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
997,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
998,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
999,2015,63,48,111,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Large Scale Timber Dealer
1000,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1001,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1002,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1003,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1004,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
1005,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1006,2015,230,120,350,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Comm. Centre/Secretarial Services
1007,2015,0,48,48,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1008,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
1009,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1010,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1011,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1012,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1013,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry 
1014,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
1015,2015,0,120,120,2015-01-01 00:00:00.000,SALTPOND,supervisor,Carpentry
1016,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1017,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1018,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1019,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1020,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Pure Water Distributors 
1021,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1022,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Book/Stationery Stores
1023,2015,0,48,48,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1024,2015,0,500,500,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rural Banks 
1025,2015,0,48,48,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Large Scale Timber Dealer
1026,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
1027,2015,0,48,48,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1028,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Cassette/DVD/CD Sellers
1029,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1030,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1031,2015,0,48,48,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Large Scale Timber Dealer
1032,2015,60,36,96,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1033,2015,0,360,360,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Hospital (Private)/Pharmacists/Medical Doctor
1034,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
1035,2015,76,48,124,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1036,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1037,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
1038,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1039,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
1040,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
1041,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
1042,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
1043,2015,0,300,300,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Professional Driving Schools
1044,2015,120,120,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpentry
1045,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1046,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1047,2015,240,240,480,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
1048,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1049,2015,0,600,600,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Fuel Filling & Serv. Station
1050,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
1051,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Small Spare Parts Shop
1052,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Auto Electrician
1053,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
1054,2015,0,180,180,2015-01-01 00:00:00.000,SALTPOND,supervisor,Small Spare Parts Shop
1055,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Spareparts Dealer
1056,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Cassette/DVD/CD Sellers
1057,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1058,2015,0,360,360,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
1059,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1060,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1061,2015,150,150,300,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL MERCHANT
1062,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
1063,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Small Spare Parts Shop
1064,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1065,2015,0,240,240,2015-01-01 00:00:00.000,SALTPOND,supervisor,Cold Stores   Category A
1066,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1067,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1068,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1069,2015,0,100,400,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Money Lender Licence (Pawn Broker)
1070,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile to Mobile Transfers & Credit Cards 
1071,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1072,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Comm. Centre/Secretarial Services
1073,2015,0,240,240,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Hard-Ware 
1074,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
1075,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
1076,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1077,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
1078,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
1079,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Small Spare Parts Shop
1080,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
