buss_no,officer_no,paidamount,monthpaid,transdate,fiscal_year,receiptno,electroral_area,buss_type,email
900,3,20,November,2015-11-25 00:00:00.000,2015,314963,ANOMABO,Canopy/Chairs Hiring,
905,3,50,December,2015-12-29 00:00:00.000,2015,314986,ANOMABO,Provision Store,
910,3,30,October,2015-10-20 00:00:00.000,2015,314923,ANOMABO,Provision Store,
911,3,20,November,2015-11-24 00:00:00.000,2015,314955,ANOMABO,Provision Store,
912,3,100,November,2015-11-24 00:00:00.000,2015,314954,ANOMABO,Cement Shops,
913,3,50,October,2015-10-19 00:00:00.000,2015,314922,ANOMABO,Provision Store,
915,3,20,October,2015-10-19 00:00:00.000,2015,314921,ANOMABO,Refrigerator/Phone/Generators Repaires,
916,3,20,October,2015-10-29 00:00:00.000,2015,314932,ANOMABO,Cassette/DVD/CD Sellers,
919,3,10,October,2015-10-29 00:00:00.000,2015,314930,ANOMABO,Seamstress & Hairdressers with other Facilities ,
919,3,26,October,2015-10-29 00:00:00.000,2015,314929,ANOMABO,Seamstress & Hairdressers with other Facilities ,
923,3,20,December,2015-12-11 00:00:00.000,2015,314970,ANOMABO,GENERAL GOODS,
924,3,40,October,2015-10-02 00:00:00.000,2015,314907,ANOMABO,Chemical sellers (Big),
924,3,90,December,2015-12-29 00:00:00.000,2015,314985,ANOMABO,Chemical sellers (Big),
925,3,50,November,2015-11-25 00:00:00.000,2015,314958,ANOMABO,Provision Store,
926,3,25,October,2015-10-07 00:00:00.000,2015,314910,ANOMABO,GENERAL GOODS,
929,3,30,November,2015-11-10 00:00:00.000,2015,314939,ANOMABO,Provision Store,
935,3,30,October,2015-10-29 00:00:00.000,2015,314931,ANOMABO,Provision Store,
935,3,44,December,2015-12-23 00:00:00.000,2015,314984,ANOMABO,Provision Store,
938,3,60,October,2015-10-10 00:00:00.000,2015,314913,ANOMABO,Beer / Wine / Spirit Sellers,
944,3,70,December,2015-12-11 00:00:00.000,2015,314971,ANOMABO,GENERAL GOODS,
954,3,20,November,2015-11-24 00:00:00.000,2015,314956,ANOMABO,Provision Store,
954,3,20,December,2015-12-21 00:00:00.000,2015,314981,ANOMABO,Provision Store,
1028,1,20,October,2015-10-16 00:00:00.000,2015,316623,MANKESSIM,Cassette/DVD/CD Sellers,
1037,4,16,October,2015-10-16 00:00:00.000,2015,316601,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1044,1,20,October,2015-10-16 00:00:00.000,2015,316624,MANKESSIM,Carpentry,
1054,4,40,October,2015-10-16 00:00:00.000,2015,316607,SALTPOND,Small Spare Parts Shop,
1058,1,10,July,2015-07-24 00:00:00.000,2015,308580,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1058,1,10,July,2015-07-24 00:00:00.000,2015,308585,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1061,1,50,October,2015-10-02 00:00:00.000,2015,314258,MANKESSIM,GENERAL MERCHANT,
1063,1,10,June,2015-06-05 00:00:00.000,2015,308546,MANKESSIM,Small Spare Parts Shop,
1068,1,15,June,2015-06-06 00:00:00.000,2015,308536,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1069,1,50,June,2015-06-10 00:00:00.000,2015,308505,CORPORATE INSTITUTIONS,Money Lender Licence (Pawn Broker),
1069,1,50,October,2015-10-06 00:00:00.000,2015,308519,CORPORATE INSTITUTIONS,Money Lender Licence (Pawn Broker),
1074,1,10,September,2015-09-07 00:00:00.000,2015,312539,MANKESSIM,Provision Store,
1085,1,50,July,2015-07-24 00:00:00.000,2015,308579,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1088,1,20,June,2015-06-10 00:00:00.000,2015,308506,MANKESSIM,GENERAL GOODS,
1090,1,15,August,2015-08-17 00:00:00.000,2015,312510,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
1093,1,12,June,2015-06-05 00:00:00.000,2015,308545,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1104,1,50,November,2015-11-04 00:00:00.000,2015,316705,MANKESSIM,Small Spare Parts Shop,
1114,1,36,October,2015-10-12 00:00:00.000,2015,312582,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1136,1,20,August,2015-08-24 00:00:00.000,2015,312516,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1143,1,20,June,2015-06-17 00:00:00.000,2015,308508,MANKESSIM,CARPENTRY,
1143,1,15,September,2015-09-07 00:00:00.000,2015,312538,MANKESSIM,CARPENTRY,
116,1,5,October,2015-10-02 00:00:00.000,2015,314268,MANKESSIM, Bakers Small Scale,
1162,4,6,August,2015-08-28 00:00:00.000,2015,312659,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1163,1,5,October,2015-10-02 00:00:00.000,2015,314259,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1163,1,5,October,2015-10-16 00:00:00.000,2015,314278,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1163,1,10,October,2015-10-16 00:00:00.000,2015,316602,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
125,1,20,September,2015-09-02 00:00:00.000,2015,312142,MANKESSIM, Bakers Small Scale,
1254,1,12,August,2015-08-12 00:00:00.000,2015,312506,MANKESSIM,Medium Fitting Shop,
1256,4,5,October,2015-10-02 00:00:00.000,2015,314272,SALTPOND,Beer / Wine / Spirit Sellers,
1263,1,6,September,2015-09-10 00:00:00.000,2015,314215,MANKESSIM,Carpentry workshop/showroom,
1265,1,5,October,2015-10-02 00:00:00.000,2015,314257,MANKESSIM,Small Spare Parts Shop,
1266,1,3,October,2015-10-16 00:00:00.000,2015,314282,MANKESSIM,Barber,
1273,4,18,October,2015-10-16 00:00:00.000,2015,314281,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1275,1,5,October,2015-10-02 00:00:00.000,2015,315047,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1284,1,20,October,2015-10-02 00:00:00.000,2015,314265,MANKESSIM,Mobile Money Transfer,
1286,1,10,October,2015-10-02 00:00:00.000,2015,314255,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
1290,1,40,November,2015-10-07 00:00:00.000,2015,316631,MANKESSIM,Small Spare Parts Shop,
1293,1,10,October,2015-10-02 00:00:00.000,2015,314269,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
1294,1,15,October,2015-10-02 00:00:00.000,2015,314266,MANKESSIM,Small Spare Parts Shop,
1294,1,10,October,2015-10-16 00:00:00.000,2015,316611,MANKESSIM,Small Spare Parts Shop,
1297,1,6,October,2015-10-16 00:00:00.000,2015,316625,MANKESSIM,CARPENTRY,
130,1,12,July,2015-07-24 00:00:00.000,2015,308583,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1304,1,20,August,2015-08-12 00:00:00.000,2015,312504,MANKESSIM,Barber,
1307,1,26,October,2015-10-16 00:00:00.000,2015,314298,MANKESSIM,Medium Fitting Shop,
132,1,12,July,2015-07-04 00:00:00.000,2015,308575,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
132,1,20,October,2015-09-30 00:00:00.000,2015,312574,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1325,1,6,October,2015-10-16 00:00:00.000,2015,316612,MANKESSIM,TV & Electrical Appliance               Category  ,
1325,1,10,October,2015-10-16 00:00:00.000,2015,316605,MANKESSIM,TV & Electrical Appliance               Category  ,
1336,1,6,October,2015-10-16 00:00:00.000,2015,316626,MANKESSIM,Photostat Machine Operators,
1336,1,10,October,2015-10-16 00:00:00.000,2015,314277,MANKESSIM,Photostat Machine Operators,
134,1,12,July,2015-07-04 00:00:00.000,2015,308570,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1346,1,76,October,2015-10-28 00:00:00.000,2015,312591,MANKESSIM,Hard-Ware ,
1349,1,40,June,2015-06-22 00:00:00.000,2015,308541,MANKESSIM,Photostat Machine Operators,
1351,1,40,June,2015-06-06 00:00:00.000,2015,308532,MANKESSIM,Small Spare Parts Shop,
1358,1,20,June,2015-06-06 00:00:00.000,2015,308537,MANKESSIM,Small Spare Parts Shop,
1358,1,20,June,2015-06-10 00:00:00.000,2015,308504,MANKESSIM,Small Spare Parts Shop,
1358,1,20,July,2015-07-04 00:00:00.000,2015,308574,MANKESSIM,Small Spare Parts Shop,
1358,1,20,August,2015-08-17 00:00:00.000,2015,312509,MANKESSIM,Small Spare Parts Shop,
1358,1,10,September,2015-09-23 00:00:00.000,2015,312558,MANKESSIM,Small Spare Parts Shop,
1358,1,20,September,2015-09-23 00:00:00.000,2015,312554,MANKESSIM,Small Spare Parts Shop,
1358,1,10,October,2015-10-28 00:00:00.000,2015,312596,MANKESSIM,Small Spare Parts Shop,
136,1,6,October,2015-10-06 00:00:00.000,2015,308526,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1361,1,20,June,2015-06-05 00:00:00.000,2015,308543,MANKESSIM,Small Spare Parts Shop,
1361,1,20,November,2015-11-04 00:00:00.000,2015,316706,MANKESSIM,Small Spare Parts Shop,
1362,1,5,October,2015-10-02 00:00:00.000,2015,314270,MANKESSIM,Medium Fitting Shop,
1362,1,5,January,2015-10-16 00:00:00.000,2015,314296,MANKESSIM,Medium Fitting Shop,
1364,1,10,October,2015-10-02 00:00:00.000,2015,314264,MANKESSIM,Medium Fitting Shop,
1366,1,10,September,2015-09-30 00:00:00.000,2015,312560,MANKESSIM,Mobile Money Transfer,
1378,1,20,October,2015-10-16 00:00:00.000,2015,316622,MANKESSIM,BEATS & FLOWERS ,
139,1,10,July,2015-07-24 00:00:00.000,2015,308587,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
139,1,12,July,2015-07-24 00:00:00.000,2015,308584,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1393,1,18,October,2015-10-21 00:00:00.000,2015,315722,MANKESSIM,GENERAL GOODS,
1405,1,6,October,2015-10-16 00:00:00.000,2015,314275,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
1406,1,6,October,2015-10-16 00:00:00.000,2015,314276,MANKESSIM,Provision Store,
141,1,10,August,2015-08-17 00:00:00.000,2015,312511,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
141,1,12,September,2015-09-07 00:00:00.000,2015,312541,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1414,1,5,October,2015-10-02 00:00:00.000,2015,314261,MANKESSIM,Provision Store,
1418,1,12,October,2015-10-06 00:00:00.000,2015,308524,MANKESSIM,Provision Store,
1423,1,5,October,2015-10-16 00:00:00.000,2015,314280,MANKESSIM,Provision Store,
1499,3,10,January,2015-01-31 00:00:00.000,2015,314990,ANOMABO,Seamstress & Hairdressers with other Facilities ,
1636,1,6,August,2015-08-19 00:00:00.000,2015,312052,MANKESSIM,COOKING UTENCILS,
1636,1,6,August,2015-08-19 00:00:00.000,2015,312084,MANKESSIM,COOKING UTENCILS,
1636,1,6,October,2015-10-02 00:00:00.000,2015,315077,MANKESSIM,COOKING UTENCILS,
1638,1,10,October,2015-10-02 00:00:00.000,2015,315053,MANKESSIM,Paint Sellers only,
1638,1,10,August,2015-08-19 00:00:00.000,2015,312058,MANKESSIM,Paint Sellers only,
1639,1,12,September,2015-01-31 00:00:00.000,2015,313684,MANKESSIM,Provision Store,
1639,1,12,August,2015-08-19 00:00:00.000,2015,312059,MANKESSIM,Provision Store,
1639,1,12,September,2015-09-23 00:00:00.000,2015,315012,MANKESSIM,Provision Store,
1641,1,6,September,2015-09-23 00:00:00.000,2015,313690,MANKESSIM,GENERAL GOODS,
1641,1,6,November,2015-11-04 00:00:00.000,2015,315786,MANKESSIM,GENERAL GOODS,
1642,1,36,September,2015-09-09 00:00:00.000,2015,313670,MANKESSIM,GENERAL GOODS,
1643,1,12,September,2015-09-23 00:00:00.000,2015,313686,MANKESSIM,GENERAL GOODS,
1644,1,6,September,2015-09-04 00:00:00.000,2015,313646,MANKESSIM,TV & Electrical Appliance               Category  ,
1644,1,6,September,2015-09-23 00:00:00.000,2015,315011,MANKESSIM,TV & Electrical Appliance               Category  ,
1644,1,6,November,2015-11-13 00:00:00.000,2015,315792,MANKESSIM,TV & Electrical Appliance               Category  ,
1645,1,6,October,2015-10-02 00:00:00.000,2015,315079,MANKESSIM,GENERAL GOODS,
1645,1,6,October,2015-10-21 00:00:00.000,2015,315731,MANKESSIM,GENERAL GOODS,
1647,1,6,September,2015-09-09 00:00:00.000,2015,313682,MANKESSIM,Provision Store,
1647,1,10,October,2015-10-02 00:00:00.000,2015,315097,MANKESSIM,Provision Store,
1651,1,10,October,2015-10-02 00:00:00.000,2015,315708,MANKESSIM,GENERAL GOODS,
1652,1,12,September,2015-09-04 00:00:00.000,2015,313647,MANKESSIM,Boutique,
1652,1,12,September,2015-09-23 00:00:00.000,2015,313687,MANKESSIM,Boutique,
1654,1,12,August,2015-08-19 00:00:00.000,2015,312056,MANKESSIM,GENERAL GOODS,
1654,1,6,September,2015-09-23 00:00:00.000,2015,313688,MANKESSIM,GENERAL GOODS,
1654,1,12,November,2015-11-13 00:00:00.000,2015,315782,MANKESSIM,GENERAL GOODS,
1656,1,6,September,2015-09-02 00:00:00.000,2015,313621,MANKESSIM,Others,
1656,1,18,November,2015-11-04 00:00:00.000,2015,315785,MANKESSIM,Others,
166,1,12,July,2015-07-04 00:00:00.000,2015,308571,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1663,1,6,August,2015-08-28 00:00:00.000,2015,313609,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1662,1,10,September,2015-09-09 00:00:00.000,2015,313658,MANKESSIM,Wax Print Dealers/Materials    Category     A,
1664,1,10,October,2015-10-02 00:00:00.000,2015,315092,MANKESSIM,Wax Print Dealers/Materials    Category     A,
1665,1,10,August,2015-08-13 00:00:00.000,2015,312046,MANKESSIM,GENERAL GOODS,
1665,1,10,September,2015-09-23 00:00:00.000,2015,313685,MANKESSIM,GENERAL GOODS,
1665,1,5,November,2015-11-04 00:00:00.000,2015,315784,MANKESSIM,GENERAL GOODS,
1667,1,5,September,2015-09-09 00:00:00.000,2015,313669,MANKESSIM,Mobile phone dealer,
1668,1,10,September,2015-09-23 00:00:00.000,2015,315029,MANKESSIM,COSMECTICS,
1668,1,10,October,2015-10-21 00:00:00.000,2015,315748,MANKESSIM,COSMECTICS,
1670,1,5,August,2015-08-19 00:00:00.000,2015,312055,MANKESSIM,Hard-Ware ,
1670,1,10,August,2015-08-19 00:00:00.000,2015,312086,MANKESSIM,Hard-Ware ,
1670,1,5,September,2015-09-02 00:00:00.000,2015,313620,MANKESSIM,Hard-Ware ,
1670,1,10,September,2015-09-04 00:00:00.000,2015,313645,MANKESSIM,Hard-Ware ,
1672,1,5,August,2015-08-19 00:00:00.000,2015,312061,MANKESSIM,GENERAL GOODS,
1672,1,10,September,2015-09-23 00:00:00.000,2015,313692,MANKESSIM,GENERAL GOODS,
1672,1,10,November,2015-11-04 00:00:00.000,2015,315762,MANKESSIM,GENERAL GOODS,
1674,1,10,August,2015-08-19 00:00:00.000,2015,312094,MANKESSIM,GENERAL GOODS,
1674,1,10,September,2015-09-23 00:00:00.000,2015,315018,MANKESSIM,GENERAL GOODS,
1674,1,10,November,2015-11-04 00:00:00.000,2015,315773,MANKESSIM,GENERAL GOODS,
1675,1,6,August,2015-08-19 00:00:00.000,2015,312095,MANKESSIM,COOKING UTENCILS,
1675,1,10,September,2015-09-23 00:00:00.000,2015,315016,MANKESSIM,COOKING UTENCILS,
1675,1,10,November,2015-11-04 00:00:00.000,2015,315772,MANKESSIM,COOKING UTENCILS,
1678,1,5,November,2015-11-13 00:00:00.000,2015,315791,MANKESSIM,Wax Print Dealers/Materials    Category     A,
1678,1,10,October,2015-10-21 00:00:00.000,2015,315746,MANKESSIM,Wax Print Dealers/Materials    Category     A,
1679,1,5,August,2015-08-19 00:00:00.000,2015,312098,MANKESSIM,Wax Print Dealers/Materials    Category     A,
1681,1,5,September,2015-09-23 00:00:00.000,2015,315028,MANKESSIM,GENERAL GOODS,
1681,1,10,October,2015-10-02 00:00:00.000,2015,315062,MANKESSIM,GENERAL GOODS,
1681,1,5,October,2015-10-21 00:00:00.000,2015,315715,MANKESSIM,GENERAL GOODS,
1682,1,30,September,2015-09-09 00:00:00.000,2015,313667,MANKESSIM,GENERAL GOODS,
1683,1,42,September,2015-09-10 00:00:00.000,2015,314217,MANKESSIM,Provision Store,
1684,1,10,January,2015-01-01 00:00:00.000,2015,308403,MANKESSIM,GENERAL GOODS,
1684,1,12,July,2015-07-06 00:00:00.000,2015,310307,MANKESSIM,GENERAL GOODS,
1684,1,10,July,2015-07-16 00:00:00.000,2015,310350,MANKESSIM,GENERAL GOODS,
1684,1,10,August,2015-08-01 00:00:00.000,2015,310384,MANKESSIM,GENERAL GOODS,
1684,1,10,August,2015-08-28 00:00:00.000,2015,312678,MANKESSIM,GENERAL GOODS,
1685,1,12,January,2015-01-01 00:00:00.000,2015,308404,MANKESSIM,GENERAL GOODS,
1685,1,12,January,2015-01-01 00:00:00.000,2015,308422,MANKESSIM,GENERAL GOODS,
1686,1,10,January,2015-01-01 00:00:00.000,2015,308405,MANKESSIM,GENERAL GOODS,
1687,1,10,January,2015-01-01 00:00:00.000,2015,308406,MANKESSIM,GENERAL GOODS,
1688,1,10,January,2015-01-01 00:00:00.000,2015,308409,MANKESSIM,GENERAL GOODS,
1689,1,5,January,2015-01-01 00:00:00.000,2015,308410,MANKESSIM,GENERAL GOODS,
169,1,12,July,2015-07-04 00:00:00.000,2015,308573,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
169,1,10,September,2015-09-30 00:00:00.000,2015,312559,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1690,1,30,January,2015-01-01 00:00:00.000,2015,308411,MANKESSIM,Others,
1691,1,6,January,2015-01-01 00:00:00.000,2015,308414,MANKESSIM,GENERAL GOODS,
1692,1,5,January,2015-01-01 00:00:00.000,2015,308415,MANKESSIM,GENERAL GOODS,
1693,1,10,January,2015-01-01 00:00:00.000,2015,308421,MANKESSIM,GENERAL GOODS,
1695,1,30,June,2015-06-18 00:00:00.000,2015,308480,MANKESSIM,GENERAL GOODS,
1695,1,15,August,2015-08-14 00:00:00.000,2015,312613,MANKESSIM,GENERAL GOODS,
1696,1,30,June,2015-06-18 00:00:00.000,2015,308464,MANKESSIM,GENERAL GOODS,
1697,1,6,June,2015-06-18 00:00:00.000,2015,308467,MANKESSIM,GENERAL GOODS,
1697,1,6,July,2015-07-06 00:00:00.000,2015,310301,MANKESSIM,GENERAL GOODS,
1697,1,6,August,2015-08-08 00:00:00.000,2015,310398,MANKESSIM,GENERAL GOODS,
1697,1,6,August,2015-08-14 00:00:00.000,2015,312649,MANKESSIM,GENERAL GOODS,
1697,1,6,August,2015-08-28 00:00:00.000,2015,314203,MANKESSIM,GENERAL GOODS,
1698,1,10,June,2015-06-18 00:00:00.000,2015,308475,MANKESSIM,GENERAL GOODS,
1698,1,10,August,2015-08-01 00:00:00.000,2015,310386,MANKESSIM,GENERAL GOODS,
1699,1,6,June,2015-06-18 00:00:00.000,2015,308477,MANKESSIM,GENERAL GOODS,
1699,1,6,July,2015-07-09 00:00:00.000,2015,310318,MANKESSIM,GENERAL GOODS,
1700,1,6,June,2015-06-18 00:00:00.000,2015,308478,MANKESSIM,GENERAL GOODS,
1700,1,6,July,2015-07-06 00:00:00.000,2015,310302,MANKESSIM,GENERAL GOODS,
1701,1,10,June,2015-06-25 00:00:00.000,2015,308487,MANKESSIM,GENERAL GOODS,
1701,1,5,August,2015-08-14 00:00:00.000,2015,312629,MANKESSIM,GENERAL GOODS,
1702,1,10,June,2015-06-25 00:00:00.000,2015,308491,MANKESSIM,GENERAL GOODS,
1702,1,5,August,2015-08-28 00:00:00.000,2015,312654,MANKESSIM,GENERAL GOODS,
1703,1,10,June,2015-06-25 00:00:00.000,2015,308492,MANKESSIM,GENERAL GOODS,
1703,1,10,July,2015-07-24 00:00:00.000,2015,310367,MANKESSIM,GENERAL GOODS,
1703,1,10,August,2015-08-28 00:00:00.000,2015,314202,MANKESSIM,GENERAL GOODS,
1704,1,10,June,2015-06-25 00:00:00.000,2015,308497,MANKESSIM,GENERAL GOODS,
1704,1,10,July,2015-07-06 00:00:00.000,2015,310305,MANKESSIM,GENERAL GOODS,
1705,1,10,July,2015-07-06 00:00:00.000,2015,310303,MANKESSIM,GENERAL GOODS,
1705,1,10,August,2015-08-28 00:00:00.000,2015,312679,MANKESSIM,GENERAL GOODS,
1706,1,10,July,2015-07-06 00:00:00.000,2015,310309,MANKESSIM,GENERAL GOODS,
1706,1,10,July,2015-07-24 00:00:00.000,2015,310359,MANKESSIM,GENERAL GOODS,
1707,1,18,July,2015-07-09 00:00:00.000,2015,310314,MANKESSIM,GENERAL GOODS,
1709,1,20,July,2015-07-16 00:00:00.000,2015,310332,MANKESSIM,GENERAL GOODS,
1709,1,20,August,2015-07-24 00:00:00.000,2015,310372,MANKESSIM,GENERAL GOODS,
171,1,20,September,2015-09-23 00:00:00.000,2015,312553,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
171,1,12,October,2015-09-30 00:00:00.000,2015,312573,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
1710,1,20,July,2015-07-16 00:00:00.000,2015,310336,MANKESSIM,GENERAL GOODS,
1711,1,10,July,2015-07-24 00:00:00.000,2015,310358,MANKESSIM,GENERAL GOODS,
1711,1,10,August,2015-08-14 00:00:00.000,2015,312616,MANKESSIM,GENERAL GOODS,
1712,1,5,July,2015-07-24 00:00:00.000,2015,310361,MANKESSIM,GENERAL GOODS,
1713,1,3,July,2015-07-24 00:00:00.000,2015,310365,MANKESSIM,GENERAL GOODS,
1714,1,4,July,2015-07-24 00:00:00.000,2015,310366,MANKESSIM,GENERAL GOODS,
1714,1,20,August,2015-08-11 00:00:00.000,2015,312610,MANKESSIM,GENERAL GOODS,
1715,1,5,August,2015-08-01 00:00:00.000,2015,310374,MANKESSIM,GENERAL GOODS,
1716,1,10,August,2015-08-01 00:00:00.000,2015,310379,MANKESSIM,GENERAL GOODS,
1717,1,20,August,2015-08-01 00:00:00.000,2015,310382,MANKESSIM,GENERAL GOODS,
1718,1,50,August,2015-08-01 00:00:00.000,2015,310391,MANKESSIM,Others,
1719,1,5,August,2015-08-08 00:00:00.000,2015,310396,MANKESSIM,GENERAL GOODS,
1720,1,6,August,2015-08-08 00:00:00.000,2015,310397,MANKESSIM,GENERAL GOODS,
1721,1,82,August,2015-08-08 00:00:00.000,2015,310400,MANKESSIM,Others,
1722,1,10,August,2015-08-11 00:00:00.000,2015,312602,MANKESSIM,GENERAL GOODS,
1723,1,5,August,2015-08-11 00:00:00.000,2015,312604,MANKESSIM,GENERAL GOODS,
1724,1,6,August,2015-08-11 00:00:00.000,2015,312608,MANKESSIM,GENERAL GOODS,
1725,1,10,August,2015-08-14 00:00:00.000,2015,312633,MANKESSIM,GENERAL GOODS,
1726,1,10,August,2015-08-14 00:00:00.000,2015,312635,MANKESSIM,GENERAL GOODS,
1727,1,20,August,2015-08-14 00:00:00.000,2015,312636,MANKESSIM,GENERAL GOODS,
1728,1,6,August,2015-08-14 00:00:00.000,2015,312638,MANKESSIM,GENERAL GOODS,
1729,1,6,August,2015-08-14 00:00:00.000,2015,312641,MANKESSIM,GENERAL GOODS,
1730,1,10,August,2015-08-14 00:00:00.000,2015,312644,MANKESSIM,GENERAL GOODS,
1730,1,24,October,2015-10-21 00:00:00.000,2015,315732,MANKESSIM,GENERAL GOODS,
1731,1,6,August,2015-08-14 00:00:00.000,2015,312650,MANKESSIM,GENERAL GOODS,
1731,1,25,August,2015-08-14 00:00:00.000,2015,312645,MANKESSIM,GENERAL GOODS,
1731,1,6,August,2015-08-28 00:00:00.000,2015,314213,MANKESSIM,GENERAL GOODS,
1732,1,50,August,2015-08-14 00:00:00.000,2015,312646,MANKESSIM,GENERAL GOODS,
1742,1,6,October,2015-10-02 00:00:00.000,2015,315061,MANKESSIM,GENERAL GOODS,
1743,1,10,August,2015-08-31 00:00:00.000,2015,312519,MANKESSIM,Others,
1744,1,10,August,2015-08-31 00:00:00.000,2015,312520,MANKESSIM,Others,
1745,1,20,August,2015-08-31 00:00:00.000,2015,312522,MANKESSIM,Barber,
1746,1,12,September,2015-09-02 00:00:00.000,2015,312523,MANKESSIM,Others,
1746,1,16,September,2015-09-23 00:00:00.000,2015,312556,MANKESSIM,Others,
1746,1,12,November,2015-11-04 00:00:00.000,2015,316704,MANKESSIM,Others,
1747,1,12,June,2015-06-22 00:00:00.000,2015,308538,MANKESSIM,Others,
1747,1,12,September,2015-09-02 00:00:00.000,2015,312524,MANKESSIM,Others,
1747,1,12,November,2015-11-04 00:00:00.000,2015,316707,MANKESSIM,Others,
1748,1,12,July,2015-07-24 00:00:00.000,2015,308577,MANKESSIM,Chop Bar/Fast food Joint,
1748,1,10,September,2015-09-02 00:00:00.000,2015,312525,MANKESSIM,Chop Bar/Fast food Joint,
1748,1,20,October,2015-10-14 00:00:00.000,2015,312587,MANKESSIM,Chop Bar/Fast food Joint,
1750,1,12,September,2015-09-09 00:00:00.000,2015,312527,MANKESSIM,Others,
1753,1,20,September,2015-09-07 00:00:00.000,2015,312540,MANKESSIM,Barber,
1754,1,120,June,2015-06-17 00:00:00.000,2015,308516,MANKESSIM,Others,
1754,1,120,September,2015-09-16 00:00:00.000,2015,312542,MANKESSIM,Others,
