buss_no,receiptno,description,transdate,amount
2795,2950725,PAYMENT RECEIPT,2015-08-17 00:00:00.000,20
2795,2953836,PAYMENT RECEIPT,2016-09-26 00:00:00.000,20
2796,2950728,PAYMENT RECEIPT,2016-08-26 00:00:00.000,10
2796,2953894,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
2797,2950730,PAYMENT RECEIPT,2015-08-26 00:00:00.000,6
2798,2950751,PAYMENT RECEIPT,2015-08-26 00:00:00.000,6
2799,2950753,PAYMENT RECEIPT,2015-08-26 00:00:00.000,5
2800,2950756,PAYMENT RECEIPT,2015-08-26 00:00:00.000,5
2801,2950757,PAYMENT RECEIPT,2015-08-26 00:00:00.000,5
2801,2953898,PAYMENT RECEIPT,2016-12-01 00:00:00.000,6
2802,2950764,PAYMENT RECEIPT,2016-09-21 00:00:00.000,20
2802,2956516,PAYMENT RECEIPT,2016-12-22 00:00:00.000,10
2803,2950777,PAYMENT RECEIPT,2016-09-28 00:00:00.000,40
2804,2950793,PAYMENT RECEIPT,2016-09-28 00:00:00.000,6
2805,2953829,PAYMENT RECEIPT,2016-09-21 00:00:00.000,10
2805,2950797,PAYMENT RECEIPT,2016-09-28 00:00:00.000,10
2805,2956525,PAYMENT RECEIPT,2016-12-28 00:00:00.000,6
2806,2953808,PAYMENT RECEIPT,2016-10-12 00:00:00.000,20
2807,2953817,PAYMENT RECEIPT,2016-10-12 00:00:00.000,5
2808,320911,PAYMENT RECEIPT,2016-01-20 00:00:00.000,20
2809,320930,PAYMENT RECEIPT,2016-02-03 00:00:00.000,60
2810,327645,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2810,320931,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2810,2955507,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2811,320932,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2811,2950646,PAYMENT RECEIPT,2016-02-03 00:00:00.000,30
2812,320933,PAYMENT RECEIPT,2016-02-03 00:00:00.000,5
2813,2953132,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2813,320939,PAYMENT RECEIPT,2016-02-03 00:00:00.000,15
2813,320974,PAYMENT RECEIPT,2016-02-03 00:00:00.000,15
2813,327659,PAYMENT RECEIPT,2016-02-03 00:00:00.000,15
2814,2948493,PAYMENT RECEIPT,2016-02-03 00:00:00.000,5
2814,320940,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2814,2955591,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2815,320943,PAYMENT RECEIPT,2016-02-03 00:00:00.000,12
2815,2953110,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2815,2955530,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2815,2955567,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
2816,2948413,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2816,320944,PAYMENT RECEIPT,2016-02-03 00:00:00.000,30
2816,2953112,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2816,2950635,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2816,2953162,PAYMENT RECEIPT,2016-09-07 00:00:00.000,30
2817,320945,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2817,320977,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2817,2948467,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2817,2950671,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2817,327642,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2817,2953198,PAYMENT RECEIPT,2016-09-07 00:00:00.000,20
2818,320956,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2818,2948479,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2818,2950651,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2818,2953136,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2818,2948435,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2818,2953190,PAYMENT RECEIPT,2016-09-07 00:00:00.000,6
2818,2955501,PAYMENT RECEIPT,2016-09-07 00:00:00.000,6
2819,320957,PAYMENT RECEIPT,2016-02-03 00:00:00.000,18
2819,2953169,PAYMENT RECEIPT,2016-09-07 00:00:00.000,18
2820,320958,PAYMENT RECEIPT,2016-02-03 00:00:00.000,60
2821,2953137,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2821,320959,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2822,320960,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2823,320961,PAYMENT RECEIPT,2016-02-03 00:00:00.000,30
2823,2950685,PAYMENT RECEIPT,2016-02-03 00:00:00.000,40
2824,327603,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2824,320963,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2824,2953128,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2824,2950627,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2824,2955503,PAYMENT RECEIPT,2016-09-07 00:00:00.000,16
2825,327662,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2825,2948499,PAYMENT RECEIPT,2016-02-03 00:00:00.000,6
2825,2948461,PAYMENT RECEIPT,2016-02-03 00:00:00.000,12
2825,320965,PAYMENT RECEIPT,2016-02-03 00:00:00.000,18
2825,2955529,PAYMENT RECEIPT,2016-09-07 00:00:00.000,6
2825,2953177,PAYMENT RECEIPT,2016-09-07 00:00:00.000,12
2825,2955592,PAYMENT RECEIPT,2016-12-16 00:00:00.000,12
2826,320946,PAYMENT RECEIPT,2016-02-03 00:00:00.000,50
2826,2948433,PAYMENT RECEIPT,2016-05-06 00:00:00.000,50
2827,320947,PAYMENT RECEIPT,2016-02-03 00:00:00.000,15
2828,320949,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2828,2953178,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2829,2950637,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2829,320951,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2829,2948450,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2829,327686,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2829,2948434,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2829,2953176,PAYMENT RECEIPT,2016-09-07 00:00:00.000,11
2830,320952,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2830,327654,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2830,2950636,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2830,2955564,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
2830,2955594,PAYMENT RECEIPT,2016-12-16 00:00:00.000,5
2831,320973,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2831,327641,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2831,2950642,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2831,2953116,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2831,327638,PAYMENT RECEIPT,2016-02-03 00:00:00.000,15
2831,2953168,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2831,2955566,PAYMENT RECEIPT,2016-11-23 00:00:00.000,5
2832,320975,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2833,2953105,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2833,320982,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2833,2955541,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2834,320983,PAYMENT RECEIPT,2016-02-03 00:00:00.000,90
2835,2948473,PAYMENT RECEIPT,2016-02-03 00:00:00.000,5
2835,2950628,PAYMENT RECEIPT,2016-02-03 00:00:00.000,5
2835,2950659,PAYMENT RECEIPT,2016-02-03 00:00:00.000,5
2835,320986,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2835,2955537,PAYMENT RECEIPT,2016-09-07 00:00:00.000,15
2835,2957207,PAYMENT RECEIPT,2016-12-28 00:00:00.000,20
2836,320987,PAYMENT RECEIPT,2016-02-03 00:00:00.000,60
2837,320989,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2837,2953171,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2837,2957201,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2838,327697,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2838,2948470,PAYMENT RECEIPT,2016-02-03 00:00:00.000,20
2838,320992,PAYMENT RECEIPT,2016-02-03 00:00:00.000,30
2838,2955526,PAYMENT RECEIPT,2016-09-07 00:00:00.000,30
2839,327652,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2839,2948426,PAYMENT RECEIPT,2016-02-03 00:00:00.000,10
2839,2957209,PAYMENT RECEIPT,2016-12-28 00:00:00.000,10
2840,327689,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2840,2955549,PAYMENT RECEIPT,2016-11-23 00:00:00.000,40
2841,320997,PAYMENT RECEIPT,2016-05-06 00:00:00.000,60
2842,320998,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2843,2950619,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2843,2950653,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2843,2953122,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2843,320999,PAYMENT RECEIPT,2016-05-06 00:00:00.000,18
2843,2955545,PAYMENT RECEIPT,2016-09-07 00:00:00.000,6
2843,2957208,PAYMENT RECEIPT,2016-12-28 00:00:00.000,6
2844,321000,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2845,327601,PAYMENT RECEIPT,2016-05-06 00:00:00.000,60
2846,327605,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2847,327606,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2847,2955538,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2848,327612,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2848,2948466,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2849,327613,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2850,327683,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2850,2950639,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2850,327617,PAYMENT RECEIPT,2016-05-06 00:00:00.000,15
2851,2950696,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2851,327620,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2851,327667,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2851,2950649,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2851,2955556,PAYMENT RECEIPT,2016-11-23 00:00:00.000,6
2852,327625,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2853,327626,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2853,2948442,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2853,2953200,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2853,2957211,PAYMENT RECEIPT,2016-12-28 00:00:00.000,6
2854,327643,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2854,2948441,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2855,327628,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2856,327632,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2856,2948495,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2856,2950629,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2857,327634,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2857,2955516,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2857,2955559,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
2857,2955573,PAYMENT RECEIPT,2016-11-23 00:00:00.000,12
2858,327635,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2858,327694,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2858,2948476,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2858,2953164,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2858,2955583,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2859,2953126,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2859,327655,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2859,2953165,PAYMENT RECEIPT,2016-09-07 00:00:00.000,20
2860,327658,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2861,327668,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2862,327675,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2863,327676,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2863,327693,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2863,2948486,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2863,2950617,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2863,2950692,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2863,2953179,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2864,327684,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2866,327690,PAYMENT RECEIPT,2016-05-06 00:00:00.000,80
2867,327692,PAYMENT RECEIPT,2016-05-06 00:00:00.000,60
2868,327695,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2868,2950683,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2869,2953119,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2870,2948454,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2870,2948496,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2871,2950667,PAYMENT RECEIPT,2016-05-06 00:00:00.000,15
2871,2948459,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2871,2953197,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2872,2948463,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2873,320972,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2873,320980,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2873,327677,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2873,2948469,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2873,2953173,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2873,2955511,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2873,2955525,PAYMENT RECEIPT,2016-09-07 00:00:00.000,40
2874,2948478,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2874,2950675,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2875,2948484,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2875,2950672,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2875,2948428,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2875,2953192,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2876,2948490,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2877,2948497,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2878,2948498,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2878,2953125,PAYMENT RECEIPT,2016-05-06 00:00:00.000,42
2879,2948500,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2879,2955572,PAYMENT RECEIPT,2016-11-23 00:00:00.000,5
2880,2950603,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2880,2950699,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2880,2955520,PAYMENT RECEIPT,2016-09-07 00:00:00.000,8
2881,2950609,PAYMENT RECEIPT,2016-05-06 00:00:00.000,35
2882,2953199,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2882,2955589,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2883,2950625,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2883,2955523,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2884,2950626,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2884,2955527,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2884,2955578,PAYMENT RECEIPT,2016-11-23 00:00:00.000,10
2885,2950641,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2886,2950647,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2886,2955582,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2887,2950648,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2888,2950655,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2889,2950658,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2890,2950661,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2890,2953170,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2890,2955532,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
2891,2950665,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2892,2950668,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2892,2950691,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2892,2953194,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2892,2955597,PAYMENT RECEIPT,2016-12-16 00:00:00.000,12
2893,2953130,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2893,2950682,PAYMENT RECEIPT,2016-05-06 00:00:00.000,15
2894,2948402,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2894,2950688,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2894,2953174,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2895,2950698,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2896,2953117,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2896,2953101,PAYMENT RECEIPT,2016-05-06 00:00:00.000,12
2896,2953166,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2896,2955543,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2897,2953109,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2898,2953111,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2898,2955551,PAYMENT RECEIPT,2016-11-23 00:00:00.000,5
2899,2953127,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2899,2953191,PAYMENT RECEIPT,2016-09-07 00:00:00.000,13
2900,2953131,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2901,2953133,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2901,2955504,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2902,2953143,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2903,2953144,PAYMENT RECEIPT,2016-05-06 00:00:00.000,48
2904,2953156,PAYMENT RECEIPT,2016-05-06 00:00:00.000,20
2905,2948409,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2906,2948414,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2907,2948416,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2908,2948422,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2908,2955528,PAYMENT RECEIPT,2016-09-07 00:00:00.000,20
2909,2948424,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2910,2948425,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2910,2955513,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2910,2957205,PAYMENT RECEIPT,2016-12-28 00:00:00.000,10
2911,2948427,PAYMENT RECEIPT,2016-05-06 00:00:00.000,6
2912,2948429,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2912,2953163,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2912,2955508,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2912,2955586,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2913,2948431,PAYMENT RECEIPT,2016-05-06 00:00:00.000,30
2914,2948432,PAYMENT RECEIPT,2016-05-06 00:00:00.000,5
2915,2953172,PAYMENT RECEIPT,2016-09-07 00:00:00.000,18
2916,2948448,PAYMENT RECEIPT,2016-05-06 00:00:00.000,18
2916,2955587,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2917,320222,PAYMENT RECEIPT,2016-06-06 00:00:00.000,6
2918,320229,PAYMENT RECEIPT,2016-06-06 00:00:00.000,6
2919,320342,PAYMENT RECEIPT,2016-06-13 00:00:00.000,10
2920,320245,PAYMENT RECEIPT,2016-06-13 00:00:00.000,6
2921,320249,PAYMENT RECEIPT,2016-06-13 00:00:00.000,6
2922,320257,PAYMENT RECEIPT,2016-06-13 00:00:00.000,10
2923,320260,PAYMENT RECEIPT,2016-06-13 00:00:00.000,24
2924,320286,PAYMENT RECEIPT,2016-06-13 00:00:00.000,6
2925,320297,PAYMENT RECEIPT,2016-02-04 00:00:00.000,6
2926,320300,PAYMENT RECEIPT,2016-02-04 00:00:00.000,36
2927,323619,PAYMENT RECEIPT,2016-02-04 00:00:00.000,40
2927,2946911,PAYMENT RECEIPT,2016-05-04 00:00:00.000,20
2928,323623,PAYMENT RECEIPT,2016-02-04 00:00:00.000,20
2929,323626,PAYMENT RECEIPT,2015-02-23 00:00:00.000,20
2929,327709,PAYMENT RECEIPT,2016-04-09 00:00:00.000,40
2930,323627,PAYMENT RECEIPT,2015-02-23 00:00:00.000,6
2931,323634,PAYMENT RECEIPT,2015-02-23 00:00:00.000,20
2931,2947955,PAYMENT RECEIPT,2016-06-01 00:00:00.000,10
2932,323640,PAYMENT RECEIPT,2015-02-23 00:00:00.000,20
2933,323641,PAYMENT RECEIPT,2016-02-24 00:00:00.000,10
2933,327747,PAYMENT RECEIPT,2016-04-13 00:00:00.000,10
2933,2946956,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2933,2948518,PAYMENT RECEIPT,2016-06-01 00:00:00.000,10
2933,2950851,PAYMENT RECEIPT,2016-08-24 00:00:00.000,10
2933,2952073,PAYMENT RECEIPT,2016-09-23 00:00:00.000,10
2933,2954264,PAYMENT RECEIPT,2016-11-02 00:00:00.000,10
2933,2955769,PAYMENT RECEIPT,2016-11-19 00:00:00.000,10
2933,2961031,PAYMENT RECEIPT,2016-12-14 00:00:00.000,10
2934,323645,PAYMENT RECEIPT,2016-02-24 00:00:00.000,18
2935,323649,PAYMENT RECEIPT,2016-02-24 00:00:00.000,5
2935,327728,PAYMENT RECEIPT,2016-04-09 00:00:00.000,15
2935,2949728,PAYMENT RECEIPT,2016-07-13 00:00:00.000,12
2936,323652,PAYMENT RECEIPT,2016-02-24 00:00:00.000,20
2937,323655,PAYMENT RECEIPT,2016-02-24 00:00:00.000,6
2938,323657,PAYMENT RECEIPT,2016-02-24 00:00:00.000,14
2938,2948550,PAYMENT RECEIPT,2016-06-16 00:00:00.000,14
2938,2953663,PAYMENT RECEIPT,2016-10-10 00:00:00.000,14
2938,2961025,PAYMENT RECEIPT,2016-12-14 00:00:00.000,11
2938,2961053,PAYMENT RECEIPT,2016-12-16 00:00:00.000,10
2939,323659,PAYMENT RECEIPT,2016-02-24 00:00:00.000,7
2939,2949737,PAYMENT RECEIPT,2016-07-20 00:00:00.000,7
2939,2950861,PAYMENT RECEIPT,2016-08-24 00:00:00.000,13
2939,2952099,PAYMENT RECEIPT,2016-09-27 00:00:00.000,7
2939,2955744,PAYMENT RECEIPT,2016-11-16 00:00:00.000,10
2939,2961023,PAYMENT RECEIPT,2016-12-14 00:00:00.000,10
2939,2961077,PAYMENT RECEIPT,2016-12-21 00:00:00.000,7
2940,323660,PAYMENT RECEIPT,2016-02-24 00:00:00.000,10
2940,2948520,PAYMENT RECEIPT,2016-06-01 00:00:00.000,10
2941,323663,PAYMENT RECEIPT,2016-02-24 00:00:00.000,5
2942,323665,PAYMENT RECEIPT,2016-03-02 00:00:00.000,20
2943,323672,PAYMENT RECEIPT,2016-03-02 00:00:00.000,10
2943,2947990,PAYMENT RECEIPT,2016-06-01 00:00:00.000,10
2943,2949770,PAYMENT RECEIPT,2016-07-20 00:00:00.000,10
2943,2950846,PAYMENT RECEIPT,2016-08-24 00:00:00.000,10
2943,2952010,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2943,2954260,PAYMENT RECEIPT,2016-11-01 00:00:00.000,10
2943,2961083,PAYMENT RECEIPT,2016-12-21 00:00:00.000,16
2944,323673,PAYMENT RECEIPT,2016-03-02 00:00:00.000,16
2944,2946950,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2944,2952003,PAYMENT RECEIPT,2016-09-07 00:00:00.000,10
2944,2952087,PAYMENT RECEIPT,2016-09-27 00:00:00.000,20
2944,2954222,PAYMENT RECEIPT,2016-10-26 00:00:00.000,10
2944,2955786,PAYMENT RECEIPT,2016-11-25 00:00:00.000,20
2945,323680,PAYMENT RECEIPT,2016-03-02 00:00:00.000,20
2946,323681,PAYMENT RECEIPT,2016-03-03 00:00:00.000,16
2947,323687,PAYMENT RECEIPT,2016-03-03 00:00:00.000,14
2947,2947916,PAYMENT RECEIPT,2016-05-24 00:00:00.000,14
2947,2955705,PAYMENT RECEIPT,2016-11-09 00:00:00.000,14
2948,323688,PAYMENT RECEIPT,2016-03-03 00:00:00.000,14
2948,2949726,PAYMENT RECEIPT,2016-07-13 00:00:00.000,14
2948,2954292,PAYMENT RECEIPT,2016-11-02 00:00:00.000,6
2949,323691,PAYMENT RECEIPT,2016-03-03 00:00:00.000,10
2950,323695,PAYMENT RECEIPT,2016-03-03 00:00:00.000,10
2951,323700,PAYMENT RECEIPT,2016-03-03 00:00:00.000,21
2951,2946922,PAYMENT RECEIPT,2016-05-04 00:00:00.000,11
2952,323508,PAYMENT RECEIPT,2016-03-09 00:00:00.000,12
2952,2949731,PAYMENT RECEIPT,2016-07-13 00:00:00.000,12
2952,2954244,PAYMENT RECEIPT,2016-10-26 00:00:00.000,18
2952,2955799,PAYMENT RECEIPT,2016-11-25 00:00:00.000,12
2953,323509,PAYMENT RECEIPT,2016-03-09 00:00:00.000,6
2954,323511,PAYMENT RECEIPT,2016-03-09 00:00:00.000,21
2954,2947920,PAYMENT RECEIPT,2016-05-24 00:00:00.000,21
2955,323519,PAYMENT RECEIPT,2016-03-09 00:00:00.000,7
2955,2952045,PAYMENT RECEIPT,2016-09-14 00:00:00.000,14
2956,323522,PAYMENT RECEIPT,2016-03-09 00:00:00.000,12
2956,2947998,PAYMENT RECEIPT,2016-06-01 00:00:00.000,20
2956,2948593,PAYMENT RECEIPT,2016-06-29 00:00:00.000,10
2957,323524,PAYMENT RECEIPT,2016-03-09 00:00:00.000,10
2957,327730,PAYMENT RECEIPT,2016-04-09 00:00:00.000,10
2957,2948557,PAYMENT RECEIPT,2016-06-22 00:00:00.000,10
2957,2953640,PAYMENT RECEIPT,2016-10-05 00:00:00.000,20
2957,2954275,PAYMENT RECEIPT,2016-11-02 00:00:00.000,20
2958,323525,PAYMENT RECEIPT,2016-03-09 00:00:00.000,20
2958,2949778,PAYMENT RECEIPT,2016-07-20 00:00:00.000,40
2958,2955787,PAYMENT RECEIPT,2016-11-25 00:00:00.000,20
2959,323527,PAYMENT RECEIPT,2016-03-09 00:00:00.000,15
2959,2948515,PAYMENT RECEIPT,2016-06-01 00:00:00.000,30
2960,323531,PAYMENT RECEIPT,2016-03-09 00:00:00.000,20
2960,2946958,PAYMENT RECEIPT,2016-05-06 00:00:00.000,10
2960,2949738,PAYMENT RECEIPT,2016-07-20 00:00:00.000,10
2960,2952059,PAYMENT RECEIPT,2016-09-14 00:00:00.000,10
2960,2955740,PAYMENT RECEIPT,2016-11-16 00:00:00.000,10
2960,2961018,PAYMENT RECEIPT,2016-12-10 00:00:00.000,20
2961,323534,PAYMENT RECEIPT,2016-03-09 00:00:00.000,20
2962,323535,PAYMENT RECEIPT,2016-03-09 00:00:00.000,5
2963,323541,PAYMENT RECEIPT,2016-03-09 00:00:00.000,11
